Pt1,Pt2,Pt3,F1,F2,F3,Error
40,19,38,[2.0],[2.0],[2.0],121660192.34591757
40,9,38,[3.440003563608876e-14],[14.284685725774361],[14.241952402813252],11.784316516212776
40,8,38,[2.0],[2.0],[2.0],9749891.57081207
40,13,38,[1.8908446497737763],[2.9823981520360126],[1.8908446497737763],832297.8348426664
40,42,38,[2.0],[2.0],[2.0],242552857.70279446
40,23,38,[2.0],[2.0],[2.0],70977989.96950768
40,44,38,[2.0],[2.0],[2.0],225872418.93991747
40,11,38,[12.370446656191346],[14.237719571944709],[0.0],79.74851761564862
40,48,38,[2.0],[2.0],[2.0],101631966.60024242
40,47,38,[2.0],[2.0],[2.0],59599388.81761625
40,46,38,[1.8],[3.8],[1.8],3515770.9979508305
40,14,38,[1.0648986944184192e-12],[14.282680056613373],[14.2782122248721],19.553700079991717
40,49,38,[1.8],[3.8],[1.8],8136998.639081508
40,17,38,[2.0],[2.0],[2.0],209374319.42118117
40,22,38,[2.0],[2.0],[2.0],98324421.47687921
40,30,38,[2.0],[2.0],[2.0],234035105.845821
40,32,38,[2.0],[2.0],[2.0],276095548.1351081
40,6,38,[1.9053786931726686],[2.8515917614459827],[1.9053786931726686],333093.4052224836
40,1,38,[2.0],[2.0],[2.0],7966316.645709817
40,12,38,[2.0],[2.0],[2.0],13616812.581097754
40,2,38,[1.017699193039167e-10],[13.596583662439853],[14.976304403046212],325.5555285746253
40,0,38,[1.9057668712145124],[2.8480981590693886],[1.9057668712145124],326532.49308743275
40,15,38,[1.8],[1.8],[1.8],15973886.291974962
40,10,38,[2.0],[2.0],[2.0],13333530.252069535
40,27,38,[2.0],[2.0],[2.0],212141642.7248749
40,24,38,[2.0],[2.0],[2.0],76584160.15233324
40,25,38,[2.0],[2.0],[2.0],149004097.9384896
40,3,38,[1.1307659053890623e-11],[13.465556425594457],[14.965007931395013],354.77111808041315
40,28,38,[2.0],[2.0],[2.0],232858747.32370704
40,18,38,[2.0],[2.0],[2.0],160781365.5638981
